"line","speaker","dialogue"
17587,"PAM"," I know, it's hard to hear, but - [thwap]"
17588,"PAM"," Owww!"
17590,"PAM"," Yeah and for like six months you also thought you were a werewolf! Aw crap, I can't feel my face."
17591,"PAM"," Last one, swear to God."
17610,"PAM"," Grrrgh, grrrgh!"
17631,"PAM"," (O.S.) Grrrgh..."
17635,"PAM"," Grrrk?!"
17638,"PAM"," Grrrgh!"
17641,"PAM"," Grrrrk?!"
17648,"PAM"," Nnghnnnngh!"
17650,"PAM"," Nnghnnnngh!"
17652,"PAM"," Ungh!"
17654,"PAM"," Frstrrrdkerrrrrt! Erperperrrrrn!"
17656,"PAM"," Rrrrhrrrr!"
17669,"PAM"," Grrgh, grrgh!"
17688,"PAM"," Grrgh!"
17699,"PAM"," (O.S.) You assshole!"
17700,"PAM"," Stupid! Drunk ass! Switchblade tracheotomygivin dicknuts!"
17702,"PAM"," Rrrgh! Sorry, thanks, I feel a lot better."
17705,"PAM"," Horatio Cornblower?!"
17707,"PAM"," Dicknuts."
17736,"PAM"," Dicknuts! hrmmmff."
17806,"PAM"," But -- okay granted, that was super shitty. But trust me, you don't want to go through life hating your only sibling. Take my sister Edie..."
17808,"PAM"," Edie, yes, shut up, and when we were kids she was so mean to me? Always teasing me, calling me Spamela, rubbing cheese curds in my eyes? One time she stabbed me in the neck?"
17810,"PAM"," Ha ha ha, hell no, I wouldn't piss on her neck-stabbin ass if it was on fire."
17822,"PAM"," I got some Kentucky Moon in my -"
17824,"PAM"," Dut dut dut dut! You drink it, you replace it. Grain alcohol's a key component of a good bug-out bag."
17826,"PAM"," Bug-out bag? Oh my God, for teotwaki?!"
17828,"PAM"," The end of the world as we know it!"
17830,"PAM"," If?! You mean when! Wow, and that is a perfect example of a pre-post-peak-oil mindset. The --"
17832,"PAM"," Basically pure ethanol?"
17885,"PAM"," Holy shitsnacks!"
17887,"PAM"," Did I misread that?"
17889,"PAM"," No?"
18089,"PAM"," Hip, hip!...Ahem. Inappropriate."
18109,"PAM"," Yeah, they're shooting at you!"
18186,"PAM"," You shut up. Let her talk."
18188,"PAM"," Make me!"
18209,"PAM"," Oh, and throw a bone into me."
18215,"PAM"," There was no shortage of dead bodies around ISIS."
18219,"PAM"," And this whole other thing with the Yakuza."
18223,"PAM"," No, actual piracy. With, like, boats."
18229,"PAM"," Kidnapping the Pope..."
18231,"PAM"," Bumfights! You know, like when you pay bums to..."
18239,"PAM"," Which time? 'Cause for one of 'em I got a pretty good excuse."
18241,"PAM"," That's what he said. Ahem. Inappropriate."
18281,"PAM"," ""That the facts herein are true and correct, signed Pamela Poovey."""
18286,"PAM"," And I believe there was some mention of throwing a bone into me?"
18288,"PAM"," A penis in my vagina. Or wherever, but come on, chop-chop, I got to go start enjoying my immunity."
18298,"PAM"," Aw, but look at him. All tied up like a sexy little Christmas ham."
18302,"PAM"," Hello, best part."
18338,"PAM"," As what? An actual acorn?"
18347,"PAM"," Welp, hope I'm not too old to get back into underground fighting."
18420,"PAM"," We just started a frickin' coup!"
18454,"PAM"," Oh, you were serious?"
18466,"PAM"," In the pool."
18484,"PAM"," Kinda like the third Musketeer, huh?!"
18501,"PAM"," Casts smell bad when you take 'em off it's a thing people know about!"
18518,"PAM"," He's okay! He's okay don't come in here don't come in here he's okay!"
18520,"PAM"," What, I said don't come in here!"
18523,"PAM"," Really, so this super-judgy feeling I'm feeling is just me feeling like you're super-judgy and that's me?!"
18525,"PAM"," Are you shitting me? I can't hear anything over my har -- tbeat, yerp, fired back up boop!"
18527,"PAM"," Oh okay so I should take life advice from an unwed mother?! With a dirty car?!"
18528,"PAM"," Is he dead?"
18530,"PAM"," He looks dead."
18532,"PAM"," I think he's dead."
18536,"PAM"," Is he a zombie?"
18546,"PAM"," So we could unfreeze you in the future, once medical science had developed a cure for... head-smash."
18574,"PAM"," Right?"
18580,"PAM"," Kachoooo!"
18582,"PAM"," I know."
18605,"PAM"," It's not that bad! I mean it's not great, but... This is still some primo shit."
18632,"PAM"," I've actually never felt better! I hope that lasts."
18661,"PAM"," Zip!"
18690,"PAM"," And cocaine and cocaine get the cocai -- Oh my God Lana, Lana, you know what I could totally go for right now?!"
18692,"PAM"," Right?! Popety, pop pop pop, pow."
18701,"PAM"," Poppety pop pop, cocaine."
18717,"PAM"," Lanaaa! get cocaaaaaaine!"
18771,"PAM"," Or three, or whatever."
18773,"PAM"," Make me!"
18785,"PAM"," Like a big bag of cocaine!"
18787,"PAM"," Disagree."
18789,"PAM"," Your words."
18800,"PAM"," Have you tried cocaine?"
18819,"PAM"," Scrooge McDuck, eh? [COUGHS] Sweater."
18841,"PAM"," Welp! I've got good news and good news."
18843,"PAM"," Right? And I know it sounds crazy, but I like them as much as cocaine."
18845,"PAM"," Okay, okay, okay, so remember how I used to drift-race with the Yakuza?"
18847,"PAM"," Hai."
18849,"PAM"," Busy being pussies. You know, relatively. When compared to the deadly and terrible Yakuza."
18851,"PAM"," Oh, my God, right? Can you imagine?"
18855,"PAM"," Um... Well, they know I work at ISIS, but that won't do them any good."
18857,"PAM"," Although..."
18858,"PAM"," Whooooo! Domo arigato, fellas. Two of them have been to my apartment. You, too, Ojiisan. Or three, or whatever."
18860,"PAM"," But now I live here, so..."
18862,"PAM"," Although..."
18866,"PAM"," I'm not here."
18874,"PAM"," No!"
18876,"PAM"," Make me! [SOBBING] Holy shitsnacks."
18881,"PAM"," [CLEARS THROAT] Hello?"
18883,"PAM"," [GASPS] It's Mr. Moto!"
18885,"PAM"," Hey, you know what? Don't even sweat it, because... Hmm? Hai. Hai. Hai. Mm-kay, bye. [*** Pam hangs up phone call with Mr Moto ***]"
18888,"PAM"," Well, he's not happy, obviously, and he wants his drugs back, and that guy who sold 'em to me's not gonna be playing the violin any time soon."
18890,"PAM"," Because a violin would probably dissolve in the same big drum of acid they dissolved that guy in."
18906,"PAM"," [SOBBING]"
18908,"PAM"," Moto doesn't just want the pills...! He also wants my heh-heh-heh-head! Non-metaph-phuh-phuh-phuh-phuh-"
18912,"PAM"," Yes!"
18915,"PAM"," [SOBS]"
18929,"PAM"," [SOBS]"
18936,"PAM"," [SOBS]"
18971,"PAM"," [LAUGHS] Talk about a floor model. Oh, come on, we were all thinking it."
18992,"PAM"," So why'd he build a bunch of tunnels?"
18994,"PAM"," Wow."
19006,"PAM"," Why do I have to carry him?"
19008,"PAM"," Just asking."
19017,"PAM"," Aw, quit your literal bellyaching."
19027,"PAM"," Okay! Sorry! I'm walking backwards here."
19085,"PAM"," I thought they were cocks."
19100,"PAM"," Or the inspiring story of her heroic struggle to finally triumph over it?"
19102,"PAM"," Yogurt!"
19104,"PAM"," Hey!"
19114,"PAM"," [WHISTLING]"
19116,"PAM"," What?! No, I can't! And you can't make me!"
19119,"PAM"," I swear to God, if you send me to freakin' rehab, I'll go right to the cops!"
19123,"PAM"," [LAUGHING] Oh, yeah?! Just try... [*** Woodhouse hits Pam on head with frying pan ***]"
19175,"PAM"," Wait, what are we doing?"
19177,"PAM"," What?!"
19180,"PAM"," No! Let me go! [GROWLING]"
19186,"PAM"," [ROARS]"
19188,"PAM"," [GROWLS]"
19280,"PAM"," Seriously, dude, what is up with you?"
19283,"PAM"," [GROWLS]"
19358,"PAM"," Need... got to... More cocaine."
19392,"PAM"," Aw, crap."
19476,"PAM"," Cyril choke-banged you on a blimp? Oh, come on, we were all thinking it."
19525,"PAM"," [LAUGHING]"
19549,"PAM"," [LAUGHING] Ouch!"
19551,"PAM"," Seriously though, I'm sorry you heard her say that. That's got to be a real knee to the old emotional nut sack."
19553,"PAM"," Eh."
19555,"PAM"," What?!"
19557,"PAM"," Holy dickburn! So you got a buyer lined up in Texas and everything?!"
19559,"PAM"," Yeah, but not 100 pounds."
19561,"PAM"," Wonder if there's a statewide database of towns with sucky high school football teams cross-indexed with towns a black person just moved to."
19563,"PAM"," [LAUGHS] Duh, me too, lickbag."
19565,"PAM"," Um, so, hey, speaking of..."
19567,"PAM"," Right?"
19579,"PAM"," Woooooo!! [LAUGHS]"
19581,"PAM"," Hey, sleepyhead! Welcome to Texas!"
19583,"PAM"," That's how we do backseat drivers."
19585,"PAM"," Yeah, and sucking at it."
19587,"PAM"," Like, 12 hours? Five states, dozen cupcakes, a bunch of truck stops."
19589,"PAM"," Hang on."
19591,"PAM"," Who?"
19593,"PAM"," Cupcakes? Oh! [LAUGHS] Oh, no."
19595,"PAM"," Truck stops... are crazy awesome! This is Snowball, good buddy."
19598,"PAM"," Wha...? No, lickbag!"
19600,"PAM"," What the...?"
19615,"PAM"," Uh... mm... maybe."
19617,"PAM"," Or definitely. Or whatever."
19619,"PAM"," I wanted people to like me."
19621,"PAM"," It's not just a shower, it's more communal, like a Japanese onsen, or..."
19623,"PAM"," What the heck are you looking for?"
19628,"PAM"," They're shooting at them!"
19630,"PAM"," Huh."
19641,"PAM"," Are you, like, sure you brought it?"
19646,"PAM"," Okay, so, apparently a big thing at truck stops is a game called craps. And apparently I'm not good at it."
19652,"PAM"," You mad?"
19654,"PAM"," No? No? No?"
19656,"PAM"," Aw, come on, Archer, don't do that! That's not what good buddies do!"
19660,"PAM"," Yeah, you're one to talk."
19664,"PAM"," Oh, come on, please?"
19671,"PAM"," What?! I mean, that's just absolutely crazy. We have nothing."
19677,"PAM"," Yeah, you guys chill on the bus. I'll help lickbag here change the tire."
19679,"PAM"," Sorry, I had to sell it. Chop-chop! Get the lead out, lickbag!"
19681,"PAM"," [LAUGHING] It's your CB handle! I told it to everybody from here to Kentucky! Good buddy."
19688,"PAM"," Yeah, whatcha waiting for, lickbag?"
19689,"PAM"," Ten-four."
19693,"PAM"," Yay!"
19695,"PAM"," Boo."
19702,"PAM"," In this shit-heap? Are you nuts?!"
19710,"PAM"," They don't have the coke, lickbag! We do! Right here in the Trans Am!"
19713,"PAM"," I switched the coke in Little Rock, 'cause I was worried that..."
19715,"PAM"," Does the why really matter?"
19717,"PAM"," Yeah! Check it out, lick bag! Cherlene wrote a song about us."
19719,"PAM"," Oww! What the shit, Snidely Whiplash?!"
19721,"PAM"," Oh, my God, I can't feel my face!"
19723,"PAM"," Well, it's a small price to pay for beauty!"
19725,"PAM"," Man, and here you are without your gun. That's pretty ironic, huh?"
19727,"PAM"," Oh. Okay, so then what's satire?"
19729,"PAM"," Yes, duh. Look, how hot am I now? Let me answer that for you. As balls. That's why everybody likes me now."
19731,"PAM",", Well, and the snowballs, but..."
19733,"PAM"," Really?"
19735,"PAM"," Yeah, with ginormous big tittays."
19737,"PAM"," Aw, you want to bang me? [GUNSHOT]"
19739,"PAM"," Prison? But it's my first offense."
19741,"PAM"," Wait a minute, we're in Travis county. Why does their car say Brazos county?"
19743,"PAM"," Crooked cops?"
19745,"PAM"," Hang on, I still got two..."
19747,"PAM"," Yeah! Holy coke snacks. Enable the shit out of me!"
19749,"PAM"," Well, I don't want to shoot it. That seems like a pretty slippery slope!"
19751,"PAM"," Hang on, I heard it was nicotine."
19753,"PAM"," Yeah, but not overall, is what I'm..."
19755,"PAM"," Of the car?"
19757,"PAM"," Jeez, okay! But you're gonna owe me!"
19759,"PAM"," I believe there was some mention of bone-throwing?"
19786,"PAM"," Well, except for..."
19788,"PAM"," Oh, right. But what about the hundred pounds of coke you dumped on the highway?"
19800,"PAM"," The light takes on a special quality."
19806,"PAM"," Goddamn it."
19831,"PAM"," Krieger!"
19842,"PAM"," Aw, come on! I got to load up my body before Krieger sells it all!"
19845,"PAM"," Krieger's selling the cocaine online."
19857,"PAM"," Ew."
19868,"PAM"," Um..."
19874,"PAM"," Hey!"
19876,"PAM"," [FARTS]"
19880,"PAM"," I think that's bachelorette parties."
19884,"PAM"," Wait, so if Woodhouse is getting everything we need for the party, then..."
19886,"PAM"," Goddamn it."
19888,"PAM"," What?!"
19893,"PAM"," Because it kind of seems like this is about you and not really about Lana."
19895,"PAM"," Really?"
19901,"PAM"," Hey, I appreciate you're just doing your job, but if Kenny doesn't get this embroidered hippie shirt and these gigantic bell-bottoms, I highly doubt you'll have a job tomorrow."
19903,"PAM"," Now, was that so hard... neck nuts?"
19905,"PAM"," Man, you got to miss it. What a rush!"
19907,"PAM"," [LAUGHS] Yeah. It's not like he's Messina."
19909,"PAM"," Sorry! Geez!"
19911,"PAM"," Could I just follow Kenny Loggins?"
19922,"PAM"," [SCREAMS]"
19924,"PAM"," Wait! No, no, no, no!"
19928,"PAM"," Holy shit zaps! Are you okay?"
19931,"PAM"," Meh."
19933,"PAM"," Oh, man, I was like, ""What?!"" So, what's up? What's the plan?"
19958,"PAM"," So, I'm curious-- why didn't you just call Cherlene, who owns the hotel?"
19960,"PAM"," You said shut up, J. Alfred Gotrocks."
19962,"PAM"," We haven't been paid in forever. Where are you getting all this money?"
19966,"PAM"," Hang on, let me grab a name tag."
19968,"PAM"," It's pretty close to Ruby."
19970,"PAM"," Well, why do..."
19972,"PAM"," Dude, they're cocaine."
19974,"PAM"," [LAUGHS] Right?"
19976,"PAM"," Okay."
19978,"PAM"," Housekeeping!"
19980,"PAM"," Prostitute!"
19982,"PAM"," Besides my face hurts?"
19996,"PAM"," And, that being said, I am open to blow jobs for money. I only got eight bucks on me, but..."
20006,"PAM"," Yeah, Ricky."
20008,"PAM"," Oh, yeah."
20010,"PAM"," Wait, wait, wait, wait, wait!"
20012,"PAM"," First see if he wants a beej."
20014,"PAM"," Okay!"
20037,"PAM"," Aah!"
20053,"PAM"," A beej!"
20066,"PAM"," It's cocaine!"
20068,"PAM"," This big bastard."
20088,"PAM"," Yay!"
20121,"PAM"," Yam! Yom! Yom!"
20123,"PAM"," Yah! Huh! Yum! Yum! Yum!"
20125,"PAM"," Yum-yum-yum! Yum-yum-yum! Gimme! Gimme! Yum-yum! Gimme!"
20127,"PAM"," Wow."
20129,"PAM"," Wow."
20131,"PAM"," Mm, cocaine enthusiast?"
20135,"PAM"," Wait-- college?"
20142,"PAM"," Aw..."
20148,"PAM"," Ow! Ow! Ow!"
20153,"PAM"," I don't know. Did you?"
20155,"PAM"," Wha...? No! You think, if I had 100 pounds of coke, I'd be sitting here playing choo-choo-spoon with a tranny?"
20159,"PAM"," I'm not! About this!"
20239,"PAM"," Snacklesnamps is awesome. Look, here's some cocaine puddin; here's some more cocaine puddin. Ooh, cocaine puddin."
20242,"PAM"," Yeah, everybody hates it."
20490,"PAM"," It has a simple elegance."
20493,"PAM"," Yaaaayyyyy!"
20500,"PAM"," Aw."
20510,"PAM"," Hey, speaking of rope..."
20512,"PAM"," Yay!"
20552,"PAM"," I'm with you, Lana. It freaked me out seeing her cry like that. It was like seeing my dad cry."
20554,"PAM"," Name it. He's a gigantic pussy. Oh, my God, when my mom died? Hey, and speaking of pussies..."
20556,"PAM"," Yeah, this is a Long Island."
20559,"PAM"," Archer and money and liquor."
20562,"PAM"," You know what always cheers me up..."
20564,"PAM"," I was gonna say cock."
20569,"PAM"," Hmm. I don't know if I'd be comfortable with that. I mean, even for me, it's..."
20571,"PAM"," Getting shitty drunk on two different kinds of liquor, dressing up like Mr. Archer, and banging the old lady with a strap... Ow!"
20573,"PAM"," Okay, good, 'cause the the dressing up like Mr. Archer part makes it kind of weird."
20575,"PAM"," I'd have to be super drunk, like so drunk I bet I wouldn't even enjoy...! Ow! Okay, so what's your plan?"
20598,"PAM"," Yay!"
20643,"PAM"," Aw."
20648,"PAM"," Yeah, when was that?"
20652,"PAM"," Phew!"
20654,"PAM"," What? You had sex with me!"
20657,"PAM"," What are you laughing at?"
20706,"PAM"," Aw, look, she's almost not terrifying."
20712,"PAM"," So... you think those guys are okay?"
20788,"PAM"," It's actually whipped cocaine, so..."
20794,"PAM"," Perfect for what? Come on, it's an album cover, not a... Amish Bible! You got to sex that shit up sexy."
20797,"PAM"," You think that's sexy? With the rocket pops... outside of you."
20800,"PAM"," Yeah, not talking about eating them."
20802,"PAM"," Well, for starters. But let's not rule anything out. You know? Let's kind of see where that leads. We've got a shitload of film."
20805,"PAM"," Krieger!"
20807,"PAM"," The butthole, Lana, is what I was..."
20809,"PAM"," I do."
20811,"PAM"," Yes."
20818,"PAM"," You obviously don't. And it's not that we don't appreciate criticism. It just needs to be constructive."
20946,"PAM"," Ask him what, how to get AIDS?"
21008,"PAM"," Aww."
21026,"PAM"," Aww."
21031,"PAM"," Cows. Bees. Hang on. Bees."
21035,"PAM"," Aww."
21040,"PAM"," Yeah, right."
21058,"PAM"," Dude, your balls are made of pussy."
21084,"PAM"," You mean it's all gone?"
21086,"PAM"," Why?"
21116,"PAM"," Huh?"
21121,"PAM"," Nice."
21163,"PAM"," Shh! Will you shut up?"
21165,"PAM"," She will if you don't shut up."
21167,"PAM"," No, we're not. But if we are, which I don't admit to, which Breakfast Clubber am I?"
21169,"PAM"," Aw."
21171,"PAM"," So, can we get out of the crate now?"
21186,"PAM"," [GROWLS]"
21243,"PAM"," I'm fine, too, by the way."
21255,"PAM"," Holy dickballs! I mean, I mean, I mean, just holy...."
21281,"PAM"," Who are you, Princess... hang on... Lana?"
21283,"PAM"," I've got crate lag."
21285,"PAM"," Ice machine."
21288,"PAM"," Yep!"
21290,"PAM"," Nope!"
21316,"PAM"," What a frickin' clip joint."
21318,"PAM"," No ice machine."
21320,"PAM"," Yeah, right?"
21324,"PAM"," Do...?"
21326,"PAM"," Sometimes I worry about her."
21329,"PAM"," I don't know. It looks kind of..."
21332,"PAM"," Oh, my God, please say yes."
21389,"PAM"," Oh, man, oh, man, oh, man, oh, man..."
21394,"PAM"," Huh-uh. Ow, hang on..."
21396,"PAM"," Clones!"
21403,"PAM"," Wait, what? I thought we were running away from them!"
21406,"PAM"," Not without a bunch of garlic and some wooden stakes."
21408,"PAM"," It doesn't matter to the stake!"
21410,"PAM"," Well, not now. We wait till morning and then murder them in their coffins. Cyril? Thoughts?"
21456,"PAM"," Hear, hear!"
21458,"PAM"," And plus that one right there."
21479,"PAM"," So we can scrooch down behind it."
21481,"PAM"," Oh, did you just say that?"
21515,"PAM"," Jinx."
21517,"PAM"," Inappropes."
21535,"PAM"," Stayin' alive. [LAUGHING] Holy shit, that works."
21539,"PAM"," What, did you just want mouth-to-mouth?"
21551,"PAM"," And not the good kind you get drunk with at Myrtle Beach and cruise the strip in the bed of their monster truck with a big rebel flag on it, flinging empty longnecks at people."
21553,"PAM"," Now who's racist?"
21555,"PAM"," Oh. Well now I feel like an asshole."
21557,"PAM"," Almost always. I really like me."
21585,"PAM"," Yay!"
21598,"PAM"," Wait, what about Krieger?"
21602,"PAM"," Plus, I bet the vampires got him."
21672,"PAM"," What, were you not gonna say stairs?"
21675,"PAM"," Ouch."
21679,"PAM"," Seriously."
21716,"PAM"," No....!"
21730,"PAM"," Yeah, that's some messed-up shit."
21734,"PAM"," 'Cause I'm not a pussy? And also probably 'cause of this."
21736,"PAM"," Yep."
21739,"PAM"," Oh, good. 'Cause for a second there, I thought I actually was a pussy."
21758,"PAM"," Weddings always get me."
21788,"PAM"," Cyril?"
21800,"PAM"," Mike Ducockless! Oh, boy. Ha, ha!"
21857,"PAM"," What are you, nuts? Cap'n Crunch here just took all the coca fields back from the rebels. We're sitting on an endless supply."
21859,"PAM"," [GULPING]"
21862,"PAM"," 'Cause that's just empty calories."
21864,"PAM"," Which, if I'm being totally honest, I maybe might have a problem with."
21875,"PAM"," Wait, they got weed here, too?"
21885,"PAM"," Then he shuts off the tractor beam, releasing the Jews from captivity."
21960,"PAM"," Yay!"
21963,"PAM"," Yet! Inappropes."
21965,"PAM"," I'm trying to make that a thing people say, like, ""Damn, dawg, that's inappropes!"" Plus, I think I'm addicted to cocaine."
21967,"PAM"," Damn, dawg..."
21969,"PAM"," Yay!"
22049,"PAM"," Mind if I cut in?"
22052,"PAM"," Screw you guys. Hey, Krieger!"
22054,"PAM"," Cyril's the new dictator..."
22056,"PAM"," Shut up, and he just married crazy tits, and I need a dance partner."
22061,"PAM"," We figured the vampires ate you."
22068,"PAM"," If he even is Krieger!"
22071,"PAM"," The real Krieger could be down there!"
22075,"PAM"," Uh-huh."
22078,"PAM"," He sounds like a vampire! I say we tie him up and let the sun sort it out!"
22082,"PAM"," What is going on?"
22084,"PAM"," Or should we say Count Krieg... Ow! Ow! Ow, cut it out! Ow! Goddamn it! Ow!"
22086,"PAM"," Vampire lovers."
22103,"PAM"," Yay!"
22113,"PAM"," Can't, or won't?"
22115,"PAM"," Oh. I didn't hear you."
22127,"PAM"," Doppelkriegers."
22129,"PAM"," Ooh, and Cherlene!"
22134,"PAM"," But the note says not..."
22285,"PAM"," Mm, mm. Wouldn't bullion leak out of a...? Ow! Ow! Cut it... Ow, goddamn it! I... Ow!"
22287,"PAM"," I don't know what that is!"
22290,"PAM"," [CACKLING]"
22292,"PAM"," You said you've seen cooze. Inappropes."
22345,"PAM"," Because these trunks feel light. Do you swear they're full of cocaine?"
22347,"PAM"," God hates you. Open 'em up."
22350,"PAM"," On what?"
22354,"PAM"," You heard her, Cyril-- that is legally binding."
22387,"PAM"," Yeah, and then drag him out of the car and kneel him down and shoot him in the back of the head and string him up on a lamppost like Mussolini!"
22390,"PAM"," Me too."
22392,"PAM"," Cyril...!"
22418,"PAM"," You know how many times I've helped a cow give birth in the barn? Plus, one time, my sister Edie? Well, she couldn't have it in the house. Long story. A long, racist story."
22430,"PAM"," Hey! I have the correct number of hands, but they're currently kind of full and you need a slappin', so..."
22434,"PAM"," Okay, okay, okay. Get some hay ready to dry this little bastard off because now you are gonna push!"
22436,"PAM"," You old bitch! Now move that big fat smelly ass, you hear? A Day No Pigs Would Die? Anybody? Not a big Robert Newton Peck crowd, huh?"
22438,"PAM"," Oh, shut up. Now push!"
22444,"PAM"," Well, it's a girl!"
22446,"PAM"," And whoever had black guy, pay up."
22449,"PAM"," Yep. Got ourselves a little quadroon."
22470,"PAM"," [GASPS] You think she's buying more coke?"
22475,"PAM"," What?"
22590,"PAM"," Oh, my God, oh, my God, oh my God! Are you guys so frickin' excited?"
22608,"PAM"," No, the other one was just a hologram."
22614,"PAM"," Oh, that's probably just Milton."
22650,"PAM"," And some of which merely resembled it."
22674,"PAM"," I'll catch up, I gotta run in here real quick and grab some urinal cakes."
22676,"PAM"," For my shower at home."
22679,"PAM"," Ms. Archer looks like a mule kicked her in the face. How's the water?"
22681,"PAM"," Pam."
22683,"PAM"," So I gained the weight back. Sue me."
22685,"PAM"," Look, my therapist says everybody's got a hole that needs to be filled. Some people fill it with drugs, some fill it with work, some fill it with between-meal snacks and liquor and their therapist's cock."
22687,"PAM"," Oh, yeah. It's a lightning bolt, but I guess the letters could use a touch-up. It's supposed to say ""TCB."" ""Takin' care of beaveness."""
22929,"PAM"," Hey! Is it too much to ask, during the goddamn work day, for two separate sessions of 80 uninterrupted minutes each of quality dump time?"
22932,"PAM"," I thought so, yeah. So I'll pass that on to who or whomever asked."
22937,"PAM"," Oh, thank God!"
22940,"PAM"," Whoa, whoa, whoa! Come on! I'm sure-- wait. Did you murder the baby?"
22942,"PAM"," No, but like ""swearsie-realsies""?"
22944,"PAM"," And that's pretty sacred to us, so... we'll go help you look for baby A.J. In, like, five-teen, 40 minutes."
22958,"PAM"," Don't yell at me, I didn't lose her. Now just try to retrace your steps."
22963,"PAM"," It is kinda hard to tell with you."
23023,"PAM"," Oh, my God!"
23026,"PAM"," Seriously?"
23035,"PAM"," How creepy!"
23040,"PAM"," I'm not saying nothing."
23201,"PAM"," Ya find it?"
23214,"PAM"," Mmblello?"
23216,"PAM"," I am? Aw, maaan..."
23218,"PAM"," Yaagh!"
23244,"PAM"," Whoa whoa whoa whoa! Hang on, I got a key, ya skimpnuts."
23248,"PAM"," Open marriage."
23252,"PAM"," Don't worry about it."
23254,"PAM"," Looks like Pam's lucky night... because of the snacks, ya dickholes! Although..."
23269,"PAM"," No, nothing. Wh-?"
23271,"PAM"," Ew!"
23276,"PAM"," And literally the most fattening thing in the entire goddamn fridge. No wonder she's so frickin skinny. Everything else is in plastic bags."
23278,"PAM"," Don't worry about it."
23330,"PAM"," I would if I had the strength, dick!"
23404,"PAM"," My-my-my-my--"
23406,"PAM"," My-my-my-my-- sis-sis-sis-sis--"
23408,"PAM"," Ow! God dammit, dude."
23410,"PAM"," My sister Edie is getting married to Don Ekblad, Jr. of all people, and she asked me to be a bridesmaid."
23412,"PAM"," I should be maid of honor, dicknuts, but no, guess who she asks instead?"
23414,"PAM"," Midge Olerud!"
23416,"PAM"," Yes. Midge ""Hey Edie, ""let's me and you blow Pam's boyfriend Arn behind the goddamn grain elevator"" Olerud!"
23418,"PAM"," Well, he didn't know I liked him, but--"
23420,"PAM"," Okay, Jesus. Calm down, Ike Turner.I don't want to show up with a black eye."
23422,"PAM"," Eye, idiot, eye. Although, no. Not a lot of black guys in rural Wisconsin. And, I don't want to sound racist, but--"
23424,"PAM"," A black guy would be better than no date, which is what I'm taking now."
23426,"PAM"," Saturday. Day after tomorrow."
23428,"PAM"," Really? Really, really, really?"
23430,"PAM"," Oh, man. Wait till they see-- Wait, that's how you ask a woman out?"
23433,"PAM"," Yes you do. Shut up. You're Gordon Shumway, and you own a 500-acre dairy farm in upstate New York, with 600 Holsteins and two Herringbone milking parlors."
23435,"PAM"," Oh, yeah."
23437,"PAM"," Come on, Archer, that's us. Flight 934, to Greenbay, Wisconsin."
23470,"PAM"," By dressing like a maitre D' on a dinner cruise for gay Republicans?"
23472,"PAM"," I don't know, but you don't want Edie dogging you out in front of the entire school."
23474,"PAM"," Rehearsal dinner. Shut up."
23476,"PAM"," No, not pig's blood."
23478,"PAM"," Really?"
23480,"PAM"," Shit-ass. But you've got to pace me, I'm sewn into this sumbitch. So for every ounce that goes in, an ounce gotta go out."
23482,"PAM"," And laxatives... there's a sundae bar."
23488,"PAM"," And you will be civil and polite. And you will not let her push your--"
23497,"PAM"," God dammit! Let me go!"
23501,"PAM"," God dammit! Happy?"
23505,"PAM"," Told ya, it's that jacket."
23508,"PAM"," Okay, you know what?"
23510,"PAM"," I-- Ah! I am out of here. Pam, wait!"
23513,"PAM"," Stupid, frickin' Edie. I'll show her what Arn's balls taste like. Wait, what the? Barry?"
23546,"PAM"," Your worst frickin' nightmare."
23584,"PAM"," So you're just bug-nuts crazy, huh?"
23588,"PAM"," Uh, why did you tell me that?"
23609,"PAM"," Told ya!"
23613,"PAM"," Yeah, and just a heads up--"
23617,"PAM"," Edie, cut me down!"
23621,"PAM"," I meant cut me down from here!"
23626,"PAM"," Archer! Do something!"
23628,"PAM"," Ow. Hey, track suit, if anybody's gonna choke my sister's bitch neck, it's gonna be me."
23633,"PAM"," Shut up! Huh, I mean, I'm not a doctor, or, a robotisist, but, uh, that can't be good. So, hey, why don't we all do this--"
23636,"PAM"," So, thank you..."
23638,"PAM"," Saving your life?"
23640,"PAM"," So, you really think he's dead?"
23649,"PAM"," Yes. All I wanted."
23650,"PAM"," Jeez, LaRue, can you believe this? A mandatory meeting at 7 A.M.? Wonder what crawled up her butt."
23653,"PAM"," About the staff meeting?"
23660,"PAM"," Hurry up, ya ding-dongs!"
23662,"PAM"," Hurry up."
23665,"PAM"," One step ahead of you. Or am I?"
23678,"PAM"," Ugh! That was a figure of speech."
23688,"PAM"," What?"
23712,"PAM"," Hello!"
23747,"PAM"," Yeah, mine at home gets bad sticky."
23770,"PAM"," Get your own goddamn bear claw!"
23799,"PAM"," Why would you tell us that story?"
23804,"PAM"," Yeah, give it up, weakie. Pam, shut up. I'll start. Here's...maybe six ounces of Bourbon. If Cyril would hurry it up already! For the love of God, will you just--"
23812,"PAM"," Plus the food'll just fall out the neckhole."
23822,"PAM"," Me too."
23827,"PAM"," A quart? This a fawty, shawty!"
23844,"PAM"," Linguine and clam sauce."
23847,"PAM"," But I don't know about those clams, though."
23849,"PAM"," I have to pee."
23853,"PAM"," Well, I'm not a frickin' mind reader."
23855,"PAM"," Yeah."
